production_companies_list,faturamento_total,faturamento_media,faturamento_menor,faturamento_maior,count,budget_total,budget_media,budget_menor,budget_maior
Camp Films,9000000,9000000.0,9000000,9000000,1,3000000,3000000.0,3000000,3000000
Film Properties International N.V.,9000000,9000000.0,9000000,9000000,1,22000000,22000000.0,22000000,22000000
Augusta Films,8996802,8996802.0,8996802,8996802,1,9000000,9000000.0,9000000,9000000
Kim Ki Duk Film,8976861,2992287.0,328161,6616296,3,2053000,684333.3333333334,103000,1000000
Viacom Canada,8969065,8969065.0,8969065,8969065,1,350000,350000.0,350000,350000
Odeon Films,8969065,8969065.0,8969065,8969065,1,350000,350000.0,350000,350000
Feature Film Project,8969065,8969065.0,8969065,8969065,1,350000,350000.0,350000,350000
Harold Greenberg Fund,8969065,8969065.0,8969065,8969065,1,350000,350000.0,350000,350000
Cube Libre,8969065,8969065.0,8969065,8969065,1,350000,350000.0,350000,350000
Iyara Films,8936663,8936663.0,8936663,8936663,1,8500000,8500000.0,8500000,8500000
Frederick Zollo Productions,8900000,8900000.0,8900000,8900000,1,20000000,20000000.0,20000000,20000000
Whoop/One Ho Productions/Lil' Whoop Productions,8900000,8900000.0,8900000,8900000,1,20000000,20000000.0,20000000,20000000
Kawoosh! Productions DTV I,8900000,8900000.0,8900000,8900000,1,7000000,7000000.0,7000000,7000000
Baldwin/Cohen Productions,8891623,8891623.0,8891623,8891623,1,28000000,28000000.0,28000000,28000000
Parkwood Entertainment,8880045,8880045.0,8880045,8880045,1,12000000,12000000.0,12000000,12000000
Seraphim Films,8862354,8862354.0,8862354,8862354,1,11000000,11000000.0,11000000,11000000
Apjac International,8844595,8844595.0,8844595,8844595,1,1700000,1700000.0,1700000,1700000
Canal Sur,8843225,4421612.5,1528185,7315040,2,11730000,5865000.0,4600000,7130000
Deiz Production,8826094,8826094.0,8826094,8826094,1,8000000,8000000.0,8000000,8000000
Blockade Entertainment,8821329,8821329.0,8821329,8821329,1,20000000,20000000.0,20000000,20000000
CNHK Media China,8821329,8821329.0,8821329,8821329,1,20000000,20000000.0,20000000,20000000
Rainmaker Entertainment,8821329,8821329.0,8821329,8821329,1,20000000,20000000.0,20000000,20000000
Burk A Project,8810591,8810591.0,8810591,8810591,1,8000000,8000000.0,8000000,8000000
Lightfuse & Gettaway,8808611,8808611.0,8808611,8808611,1,25000000,25000000.0,25000000,25000000
Ciudadano Ciskul,8804000,8804000.0,8804000,8804000,1,15000000,15000000.0,15000000,15000000
El Tesoro de Drake AIE,8804000,8804000.0,8804000,8804000,1,15000000,15000000.0,15000000,15000000
Advanced Medien,8800000,8800000.0,8800000,8800000,1,7000000,7000000.0,7000000,7000000
Convergence Entertainment,8794890,4397445.0,2000371,6794519,2,72000000,36000000.0,12000000,60000000
Cubica,8791590,8791590.0,8791590,8791590,1,5000000,5000000.0,5000000,5000000
Coser y Cantar,8791590,8791590.0,8791590,8791590,1,5000000,5000000.0,5000000,5000000
Jerry Leider Company,8784318,8784318.0,8784318,8784318,1,25000000,25000000.0,25000000,25000000
Nomadic Pictures,8784318,8784318.0,8784318,8784318,1,25000000,25000000.0,25000000,25000000
SPAD Films,8784318,8784318.0,8784318,8784318,1,25000000,25000000.0,25000000,25000000
Bartlebyfilm,8769486,8769486.0,8769486,8769486,1,8772289,8772289.0,8772289,8772289
3QU Media,8751856,8751856.0,8751856,8751856,1,20000000,20000000.0,20000000,20000000
WV Enterprises,8751856,8751856.0,8751856,8751856,1,20000000,20000000.0,20000000,20000000
Storyoscopic Films,8751856,8751856.0,8751856,8751856,1,20000000,20000000.0,20000000,20000000
Le 12e Art,8750678,8750678.0,8750678,8750678,1,12156348,12156348.0,12156348,12156348
Blagbuster,8750678,8750678.0,8750678,8750678,1,12156348,12156348.0,12156348,12156348
Tokyo Movie Shinsha,8748028,4374014.0,553171,8194857,2,17202188,8601094.0,7202188,10000000
From Out of Nowhere Productions,8742330,8742330.0,8742330,8742330,1,7500000,7500000.0,7500000,7500000
Big Stan Productions,8742330,8742330.0,8742330,8742330,1,7500000,7500000.0,7500000,7500000
Chicago Entertainment Partners,8742330,8742330.0,8742330,8742330,1,7500000,7500000.0,7500000,7500000
Apeitda,8737458,8737458.0,8737458,8737458,1,125000,125000.0,125000,125000
X Filme International,8723394,4361697.0,784522,7938872,2,23500000,11750000.0,8500000,15000000
PK Pictures,8694320,8694320.0,8694320,8694320,1,40000000,40000000.0,40000000,40000000
Mojo Films,8694320,8694320.0,8694320,8694320,1,40000000,40000000.0,40000000,40000000
Jonesfilm,8689654,4344827.0,1953732,6735922,2,32000000,16000000.0,15000000,17000000
China International Picture,8685794,8685794.0,8685794,8685794,1,49000000,49000000.0,49000000,49000000
Fetisoff Illusion,8685794,8685794.0,8685794,8685794,1,49000000,49000000.0,49000000,49000000
Gap Financing,8685794,8685794.0,8685794,8685794,1,49000000,49000000.0,49000000,49000000
GFA Entertainment,8685794,8685794.0,8685794,8685794,1,49000000,49000000.0,49000000,49000000
Buffalo 8 Productions,8685794,8685794.0,8685794,8685794,1,49000000,49000000.0,49000000,49000000
Lime Studios,8685794,8685794.0,8685794,8685794,1,49000000,49000000.0,49000000,49000000
SenArt Films,8679814,8679814.0,8679814,8679814,1,500000,500000.0,500000,500000
Londra Films P&D,8638163,8638163.0,8638163,8638163,1,40000000,40000000.0,40000000,40000000
Guerrilla Films,8638163,8638163.0,8638163,8638163,1,40000000,40000000.0,40000000,40000000
Red Dragon Productions S.A.,8620929,8620929.0,8620929,8620929,1,15000000,15000000.0,15000000,15000000
Cinépolis Producciones,8600000,8600000.0,8600000,8600000,1,1900000,1900000.0,1900000,1900000
Grupo Financiero Inbursa,8600000,8600000.0,8600000,8600000,1,1900000,1900000.0,1900000,1900000
Région Hauts-de-France,8600000,8600000.0,8600000,8600000,1,20800000,20800000.0,20800000,20800000
Detailfilm,8588354,2147088.5,282382,3642692,4,28600000,7150000.0,2100000,15500000
BiBi Film,8570179,2856726.3333333335,48125,7736632,3,16800000,5600000.0,4800000,7000000
Vision Distribution,8486375,4243187.5,3486375,5000000,2,10500000,5250000.0,2500000,8000000
Nine Stories Productions,8484418,8484418.0,8484418,8484418,1,30000000,30000000.0,30000000,30000000
Applied Action,8479793,8479793.0,8479793,8479793,1,40000000,40000000.0,40000000,40000000
3Zero2Tv,8475827,8475827.0,8475827,8475827,1,8166084,8166084.0,8166084,8166084
The Walt Disney Company Italia,8475827,8475827.0,8475827,8475827,1,8166084,8166084.0,8166084,8166084
Lyla Films,8454301,8454301.0,8454301,8454301,1,30000000,30000000.0,30000000,30000000
Pajarraco Films,8431194,8431194.0,8431194,8431194,1,8000000,8000000.0,8000000,8000000
Aronnax Animation Studios,8431194,8431194.0,8431194,8431194,1,8000000,8000000.0,8000000,8000000
Tartan,8426292,4213146.0,487420,7938872,2,23000000,11500000.0,8000000,15000000
3 Miles Apart Productions Ltd.,8408835,8408835.0,8408835,8408835,1,33000000,33000000.0,33000000,33000000
Antron Media Production,8400000,8400000.0,8400000,8400000,1,4500000,4500000.0,4500000,4500000
MacGowan Films,8380329,8380329.0,8380329,8380329,1,20000000,20000000.0,20000000,20000000
Hong Kong Film Directors Guild,8332431,8332431.0,8332431,8332431,1,10000000,10000000.0,10000000,10000000
El Norte Productions,8329799,8329799.0,8329799,8329799,1,21000000,21000000.0,21000000,21000000
Mobius Entertainment Ltd.,8329799,8329799.0,8329799,8329799,1,21000000,21000000.0,21000000,21000000
JW Films,8312953,4156476.5,2576990,5735963,2,19300000,9650000.0,6000000,13300000
London Boulevard,8307227,8307227.0,8307227,8307227,1,25000000,25000000.0,25000000,25000000
Projection Pictures,8307227,8307227.0,8307227,8307227,1,25000000,25000000.0,25000000,25000000
Henceforth,8307227,8307227.0,8307227,8307227,1,25000000,25000000.0,25000000,25000000
Los Rockets La Película,8306690,8306690.0,8306690,8306690,1,14000000,14000000.0,14000000,14000000
19 Entertainment,8303261,8303261.0,8303261,8303261,1,9000000,9000000.0,9000000,9000000
Long Shot Pictures,8279017,8279017.0,8279017,8279017,1,8000000,8000000.0,8000000,8000000
Pilgrim Films,8279017,8279017.0,8279017,8279017,1,8000000,8000000.0,8000000,8000000
R&C Produzioni,8277796,8277796.0,8277796,8277796,1,4000000,4000000.0,4000000,4000000
Pampas Produktion,8249053,8249053.0,8249053,8249053,1,6629445,6629445.0,6629445,6629445
Palisades California Inc.,8247943,8247943.0,8247943,8247943,1,19000000,19000000.0,19000000,19000000
Argosy Pictures,8241000,4120500.0,2841000,5400000,2,2843000,1421500.0,1243000,1600000
Inimitable Pictures,8235661,8235661.0,8235661,8235661,1,15000000,15000000.0,15000000,15000000
Česká televize,8226376,4113188.0,659535,7566841,2,8870562,4435281.0,1031764,7838798
Kazak Productions,8208259,4104129.5,3092534,5115725,2,14180600,7090300.0,6600000,7580600
ICF,8203235,8203235.0,8203235,8203235,1,5000000,5000000.0,5000000,5000000
Big Arty Productions,8176544,8176544.0,8176544,8176544,1,2380000,2380000.0,2380000,2380000
NorthSee,8159508,8159508.0,8159508,8159508,1,5000000,5000000.0,5000000,5000000
Becker International,8159508,8159508.0,8159508,8159508,1,5000000,5000000.0,5000000,5000000
Warner Music UK,8159508,8159508.0,8159508,8159508,1,5000000,5000000.0,5000000,5000000
Three Dogs And A Pony,8159508,8159508.0,8159508,8159508,1,5000000,5000000.0,5000000,5000000
Claraflora,8159508,8159508.0,8159508,8159508,1,5000000,5000000.0,5000000,5000000
Media Farm,8138788,8138788.0,8138788,8138788,1,15000000,15000000.0,15000000,15000000
UTV Spotboy Motion Pictures,8120000,4060000.0,520000,7600000,2,2500000,1250000.0,800000,1700000
QI Quality International GmbH & Co. KG,8112712,8112712.0,8112712,8112712,1,19250000,19250000.0,19250000,19250000
Spartan Productions (II),8112712,8112712.0,8112712,8112712,1,19250000,19250000.0,19250000,19250000
Maybe Movies,8109160,8109160.0,8109160,8109160,1,12516654,12516654.0,12516654,12516654
La Parti Production,8109160,8109160.0,8109160,8109160,1,12516654,12516654.0,12516654,12516654
Ocean Park Entertainment,8100000,8100000.0,8100000,8100000,1,30000000,30000000.0,30000000,30000000
Jhamu Sughand Productions,8100000,8100000.0,8100000,8100000,1,5200000,5200000.0,5200000,5200000
DMK Mediafonds International,8095658,8095658.0,8095658,8095658,1,4000000,4000000.0,4000000,4000000
Laura Films,8083123,8083123.0,8083123,8083123,1,46630000,46630000.0,46630000,46630000
BR Studios,8050806,8050806.0,8050806,8050806,1,2740700,2740700.0,2740700,2740700
3311 Productions,8040610,2680203.3333333335,34694,5042014,3,14000000,4666666.666666667,1000000,8000000
Mantle Clinic II,8038508,8038508.0,8038508,8038508,1,13000000,13000000.0,13000000,13000000
Tinsel Townsend,8016708,8016708.0,8016708,8016708,1,20000000,20000000.0,20000000,20000000
Hercules Films,8009329,8009329.0,8009329,8009329,1,26000000,26000000.0,26000000,26000000
John Ford Productions,8000000,8000000.0,8000000,8000000,1,3200000,3200000.0,3200000,3200000
Les Films de Batna,8000000,8000000.0,8000000,8000000,1,10600000,10600000.0,10600000,10600000
Diamond Films,8000000,8000000.0,8000000,8000000,1,1720000,1720000.0,1720000,1720000
Arches Films,8000000,8000000.0,8000000,8000000,1,10600000,10600000.0,10600000,10600000
Allied Artists,8000000,8000000.0,8000000,8000000,1,3000000,3000000.0,3000000,3000000
B-M Productions,8000000,8000000.0,8000000,8000000,1,3000000,3000000.0,3000000,3000000
17-28 Black Production,7997774,7997774.0,7997774,7997774,1,10000000,10000000.0,10000000,10000000
Mazur / Kaplan Company,7997460,7997460.0,7997460,7997460,1,21000000,21000000.0,21000000,21000000
Impala,7964905,3982452.5,100000,7864905,2,16500000,8250000.0,6500000,10000000
Halcyon Pictures,7938872,7938872.0,7938872,7938872,1,15000000,15000000.0,15000000,15000000
Kinematograf,7938872,7938872.0,7938872,7938872,1,15000000,15000000.0,15000000,15000000
Northbrook Films,7936012,7936012.0,7936012,7936012,1,9000000,9000000.0,9000000,9000000
Elevated Films,7934537,3967268.5,1592853,6341684,2,17500000,8750000.0,2500000,15000000
The Alamo Company,7900000,7900000.0,7900000,7900000,1,12000000,12000000.0,12000000,12000000
Gremi Film Production,7875862,7875862.0,7875862,7875862,1,6000000,6000000.0,6000000,6000000
Medici Entertainment,7875862,7875862.0,7875862,7875862,1,6000000,6000000.0,6000000,6000000
CineSon Entertainment,7875862,7875862.0,7875862,7875862,1,6000000,6000000.0,6000000,6000000
Filmsmith Productions,7875862,7875862.0,7875862,7875862,1,6000000,6000000.0,6000000,6000000
World Film Services,7840873,7840873.0,7840873,7840873,1,10000000,10000000.0,10000000,10000000
Kartemquin Films,7830611,7830611.0,7830611,7830611,1,700000,700000.0,700000,700000
Polar Entertainment,7820688,7820688.0,7820688,7820688,1,13000000,13000000.0,13000000,13000000
Zero Fiction Film,7785317,7785317.0,7785317,7785317,1,40000000,40000000.0,40000000,40000000
Ming Productions,7785317,7785317.0,7785317,7785317,1,40000000,40000000.0,40000000,40000000
Cheerland Entertainment Organization,7785317,7785317.0,7785317,7785317,1,40000000,40000000.0,40000000,40000000
Bluewater Pictures,7785317,7785317.0,7785317,7785317,1,40000000,40000000.0,40000000,40000000
Noelle Entertainment Limited,7775138,7775138.0,7775138,7775138,1,25000000,25000000.0,25000000,25000000
Lionsgate Premiere,7754057,1938514.25,4500,6341684,4,33500000,8375000.0,2500000,10500000
Grupo Voz,7738129,7738129.0,7738129,7738129,1,3000000,3000000.0,3000000,3000000
Las Producciones del Escorpión S.L.,7738129,7738129.0,7738129,7738129,1,3000000,3000000.0,3000000,3000000
The Antria Group (TAG),7736632,7736632.0,7736632,7736632,1,7000000,7000000.0,7000000,7000000
SRG SSR,7724773,3862386.5,1851517,5873256,2,14600000,7300000.0,6600000,8000000
Allarts,7724701,7724701.0,7724701,7724701,1,2300000,2300000.0,2300000,2300000
Allarts Cook,7724701,7724701.0,7724701,7724701,1,2300000,2300000.0,2300000,2300000
Erato Films,7724701,7724701.0,7724701,7724701,1,2300000,2300000.0,2300000,2300000
Elsevier-Vendex Film Beheer,7724701,7724701.0,7724701,7724701,1,2300000,2300000.0,2300000,2300000
Unison Films,7711300,3855650.0,1448076,6263224,2,4600000,2300000.0,1600000,3000000
MC Productions,7700000,7700000.0,7700000,7700000,1,2200000,2200000.0,2200000,2200000
David Permut Productions,7690013,7690013.0,7690013,7690013,1,7400000,7400000.0,7400000,7400000
Gébéka Films,7676668,3838334.0,1803412,5873256,2,16000000,8000000.0,8000000,8000000
Star Entertainment,7644937,7644937.0,7644937,7644937,1,7000000,7000000.0,7000000,7000000
Westbourne Films,7644937,7644937.0,7644937,7644937,1,7000000,7000000.0,7000000,7000000
Les Films de Pierre,7632420,7632420.0,7632420,7632420,1,6600000,6600000.0,6600000,6600000
Rossen Films,7600000,7600000.0,7600000,7600000,1,2000000,2000000.0,2000000,2000000
Snow Wolf Produktion,7600000,7600000.0,7600000,7600000,1,7000000,7000000.0,7000000,7000000
Multishow,7586448,7586448.0,7586448,7586448,1,1483515,1483515.0,1483515,1483515
Casé Filmes,7586448,7586448.0,7586448,7586448,1,1483515,1483515.0,1483515,1483515
Gravitas Ventures,7579110,3789555.0,2182492,5396618,2,41500000,20750000.0,1000000,40500000
CinemArt,7566841,7566841.0,7566841,7566841,1,1031764,1031764.0,1031764,1031764
Biograf Jan Svěrák,7566841,7566841.0,7566841,7566841,1,1031764,1031764.0,1031764,1031764
Space Films,7566841,7566841.0,7566841,7566841,1,1031764,1031764.0,1031764,1031764
Státní fond ČR pro podporu a rozvoj české kinematografie,7566841,7566841.0,7566841,7566841,1,1031764,1031764.0,1031764,1031764
Suftley,7563728,7563728.0,7563728,7563728,1,20000000,20000000.0,20000000,20000000
Team Ninja,7563172,7563172.0,7563172,7563172,1,21000000,21000000.0,21000000,21000000
Atípica Films,7556882,3778441.0,2387127,5169755,2,9000000,4500000.0,4000000,5000000
Sacromonte Films,7556882,3778441.0,2387127,5169755,2,9000000,4500000.0,4000000,5000000
Scout Productions,7538669,3769334.5,1612259,5926410,2,16500000,8250000.0,1500000,15000000
21st Century Film Corporation,7537641,3768820.5,1702394,5835247,2,9200000,4600000.0,4200000,5000000
Federal Agency for Culture and Cinematograph,7537453,7537453.0,7537453,7537453,1,4000000,4000000.0,4000000,4000000
Deux Chevaux Films,7527232,7527232.0,7527232,7527232,1,5000000,5000000.0,5000000,5000000
Les Cinémas de la Zone,7503332,2501110.6666666665,249083,6500000,3,19500000,6500000.0,3000000,13000000
Bavaria Film Partners,7500000,7500000.0,7500000,7500000,1,8500000,8500000.0,8500000,8500000
VisionPlus Fund I,7500000,7500000.0,7500000,7500000,1,8500000,8500000.0,8500000,8500000
Ketchup Entertainment,7500000,7500000.0,7500000,7500000,1,8500000,8500000.0,8500000,8500000
Waterstone Entertainment,7500000,7500000.0,7500000,7500000,1,8500000,8500000.0,8500000,8500000
Corsan,7477414,3738707.0,1749201,5728213,2,47100000,23550000.0,19100000,28000000
Krisjair,7434726,7434726.0,7434726,7434726,1,23000000,23000000.0,23000000,23000000
Laredo,7434726,7434726.0,7434726,7434726,1,23000000,23000000.0,23000000,23000000
Moskus Film,7419431,7419431.0,7419431,7419431,1,5000000,5000000.0,5000000,5000000
KIT Film Studio,7417864,3708932.0,958558,6459306,2,16100000,8050000.0,7000000,9100000
La Banque Postale Image 11,7362730,7362730.0,7362730,7362730,1,10800000,10800000.0,10800000,10800000
GV Prod,7362730,7362730.0,7362730,7362730,1,10800000,10800000.0,10800000,10800000
Les Films sur Mesure,7362730,7362730.0,7362730,7362730,1,10800000,10800000.0,10800000,10800000
Produzioni Associate Delphos,7356000,7356000.0,7356000,7356000,1,1600000,1600000.0,1600000,1600000
Eisei Gekijo,7338987,7338987.0,7338987,7338987,1,5000000,5000000.0,5000000,5000000
Capital Arts Entertainment,7317044,3658522.0,2295825,5021219,2,11000000,5500000.0,3000000,8000000
Maestranza Films,7315040,7315040.0,7315040,7315040,1,4600000,4600000.0,4600000,4600000
DLO Producciones,7315040,7315040.0,7315040,7315040,1,4600000,4600000.0,4600000,4600000
Starway International Inc.,7282851,7282851.0,7282851,7282851,1,3000000,3000000.0,3000000,3000000
Spacegate Productions,7282851,7282851.0,7282851,7282851,1,3000000,3000000.0,3000000,3000000
Marilyn Monroe Productions,7270000,7270000.0,7270000,7270000,1,220000,220000.0,220000,220000
Roven Productions,7237794,7237794.0,7237794,7237794,1,20000000,20000000.0,20000000,20000000
Navarone Productions,7230000,7230000.0,7230000,7230000,1,5000000,5000000.0,5000000,5000000
Irish Film Industry,7209593,3604796.5,1614266,5595327,2,43000000,21500000.0,18000000,25000000
Fargo Films,7201952,7201952.0,7201952,7201952,1,13000000,13000000.0,13000000,13000000
CN8 Productions,7201952,7201952.0,7201952,7201952,1,13000000,13000000.0,13000000,13000000
Due West,7191399,7191399.0,7191399,7191399,1,47000000,47000000.0,47000000,47000000
Spanish Ministry of Culture,7191399,7191399.0,7191399,7191399,1,47000000,47000000.0,47000000,47000000
Cyrkfilms,7191399,7191399.0,7191399,7191399,1,47000000,47000000.0,47000000,47000000
Ministère de la culture,7191399,7191399.0,7191399,7191399,1,47000000,47000000.0,47000000,47000000
Laurenfilm,7179298,7179298.0,7179298,7179298,1,700000,700000.0,700000,700000
Adventure Pictures,7177643,3588821.5,1800000,5377643,2,24170000,12085000.0,4000000,20170000
Top Gun Productions,7177143,7177143.0,7177143,7177143,1,10000000,10000000.0,10000000,10000000
Thema Production,7177143,7177143.0,7177143,7177143,1,10000000,10000000.0,10000000,10000000
Y & M Productions,7175592,7175592.0,7175592,7175592,1,4520000,4520000.0,4520000,4520000
filmscience,7170873,1792718.25,993313,3769214,4,7620000,1905000.0,200000,5000000
Big Cinema House,7167149,3583574.5,2363584,4803565,2,9400000,4700000.0,4000000,5400000
Revolver Pictures Co.,7164778,7164778.0,7164778,7164778,1,27000000,27000000.0,27000000,27000000
Velvet Octopus,7162618,7162618.0,7162618,7162618,1,32000000,32000000.0,32000000,32000000
Spice Factory,7162618,7162618.0,7162618,7162618,1,32000000,32000000.0,32000000,32000000
Forgan-Smith Entertainment,7162618,7162618.0,7162618,7162618,1,32000000,32000000.0,32000000,32000000
Lucky 50 Productions,7155358,7155358.0,7155358,7155358,1,35000000,35000000.0,35000000,35000000
Templar Films,7155358,7155358.0,7155358,7155358,1,35000000,35000000.0,35000000,35000000
Indiana Production,7150515,3575257.5,1341185,5809330,2,8000000,4000000.0,2000000,6000000
Island Films,7137503,7137503.0,7137503,7137503,1,175000,175000.0,175000,175000
The Apocalypse Films,7133033,3566516.5,2133033,5000000,2,14433400,7216700.0,5500000,8933400
Independent Lens,7123919,7123919.0,7123919,7123919,1,1000000,1000000.0,1000000,1000000
Velvet Film,7123919,7123919.0,7123919,7123919,1,1000000,1000000.0,1000000,1000000
GMT Productions,7100000,7100000.0,7100000,7100000,1,3000000,3000000.0,3000000,3000000
No Money Productions,7100000,7100000.0,7100000,7100000,1,3000000,3000000.0,3000000,3000000
Jerry Lewis Productions,7100000,7100000.0,7100000,7100000,1,3000000,3000000.0,3000000,3000000
Fennec Entertainment,7096000,7096000.0,7096000,7096000,1,1549000,1549000.0,1549000,1549000
Iris Group,7095755,7095755.0,7095755,7095755,1,8311205,8311205.0,8311205,8311205
Rézo Productions,7095755,7095755.0,7095755,7095755,1,8311205,8311205.0,8311205,8311205
Ramona Productions,7095755,7095755.0,7095755,7095755,1,8311205,8311205.0,8311205,8311205
ideaCinema,7086000,7086000.0,7086000,7086000,1,2500000,2500000.0,2500000,2500000
Hollywood Partners,7060876,7060876.0,7060876,7060876,1,13500000,13500000.0,13500000,13500000
Charenton Productions,7060876,7060876.0,7060876,7060876,1,13500000,13500000.0,13500000,13500000
Outlander Productions,7033683,7033683.0,7033683,7033683,1,50000000,50000000.0,50000000,50000000
Les Films du Cap,7029858,7029858.0,7029858,7029858,1,1700000,1700000.0,1700000,1700000
Park Pictures Features,7015116,1753779.0,143658,3325038,4,16200000,4050000.0,2000000,6700000
Möbius Entertainment,7000000,7000000.0,7000000,7000000,1,30000000,30000000.0,30000000,30000000
American Film Institute (AFI),7000000,7000000.0,7000000,7000000,1,100000,100000.0,100000,100000
Windsor Productions,7000000,7000000.0,7000000,7000000,1,1580000,1580000.0,1580000,1580000
Pierce-Williams,7000000,7000000.0,7000000,7000000,1,30000000,30000000.0,30000000,30000000
Chaotic Productions,7000000,7000000.0,7000000,7000000,1,30000000,30000000.0,30000000,30000000
Rampage Entertainment,7000000,7000000.0,7000000,7000000,1,30000000,30000000.0,30000000,30000000
County Hall Arts,6999027,6999027.0,6999027,6999027,1,10000000,10000000.0,10000000,10000000
Woolley/Karlsen Productions,6999027,6999027.0,6999027,6999027,1,10000000,10000000.0,10000000,10000000
Corn Cobb Productions,6980986,6980986.0,6980986,6980986,1,900000,900000.0,900000,900000
Pelican Productions LLC,6964734,6964734.0,6964734,6964734,1,20000000,20000000.0,20000000,20000000
Focus Plus Cinema,6945256,6945256.0,6945256,6945256,1,1500000,1500000.0,1500000,1500000
Cinema Verity,6908797,6908797.0,6908797,6908797,1,15000000,15000000.0,15000000,15000000
LQ/JAF,6900000,6900000.0,6900000,6900000,1,400000,400000.0,400000,400000
Studio68,6890000,6890000.0,6890000,6890000,1,1000000,1000000.0,1000000,1000000
Elite Filmproduktion,6858261,6858261.0,6858261,6858261,1,6400000,6400000.0,6400000,6400000
Global Produce,6854611,6854611.0,6854611,6854611,1,2500000,2500000.0,2500000,2500000
42,6841951,3420975.5,24416,6817535,2,25500000,12750000.0,4000000,21500000
Delux Productions,6819587,6819587.0,6819587,6819587,1,20000000,20000000.0,20000000,20000000
Hands-on Producers,6817535,6817535.0,6817535,6817535,1,21500000,21500000.0,21500000,21500000
Peter Rommel Productions,6816129,6816129.0,6816129,6816129,1,1200000,1200000.0,1200000,1200000
Orange Pictures,6816129,6816129.0,6816129,6816129,1,1200000,1200000.0,1200000,1200000
Shotgun Pictures,6816129,6816129.0,6816129,6816129,1,1200000,1200000.0,1200000,1200000
Low Spark Films,6815111,1703777.75,592116,2665322,4,7770000,1942500.0,270000,4000000
Taormina Productions,6808550,6808550.0,6808550,6808550,1,50000000,50000000.0,50000000,50000000
Leonard Freeman Production,6800000,6800000.0,6800000,6800000,1,1800000,1800000.0,1800000,1800000
Dear Film,6800000,6800000.0,6800000,6800000,1,5800000,5800000.0,5800000,5800000
Cinematograph AB,6795771,6795771.0,6795771,6795771,1,6000000,6000000.0,6000000,6000000
Personafilm,6795771,6795771.0,6795771,6795771,1,6000000,6000000.0,6000000,6000000
Phi Group,6788659,6788659.0,6788659,6788659,1,6800000,6800000.0,6800000,6800000
micro_scope,6788659,6788659.0,6788659,6788659,1,6800000,6800000.0,6800000,6800000
TS Productions,6788659,6788659.0,6788659,6788659,1,6800000,6800000.0,6800000,6800000
NHK,6782163,3391081.5,191125,6591038,2,14280000,7140000.0,7000000,7280000
Fortress Films,6739141,6739141.0,6739141,6739141,1,8000000,8000000.0,8000000,8000000
Triple Ajaxxx,6735922,6735922.0,6735922,6735922,1,17000000,17000000.0,17000000,17000000
Galactic Films,6735922,6735922.0,6735922,6735922,1,17000000,17000000.0,17000000,17000000
Revere Pictures,6715067,6715067.0,6715067,6715067,1,7500000,7500000.0,7500000,7500000
Kulture Machine,6692182,6692182.0,6692182,6692182,1,8000000,8000000.0,8000000,8000000
Lenfilm,6688316,3344158.0,1310673,5377643,2,11000000,5500000.0,4000000,7000000
CinemaNX,6656929,2218976.3333333335,867714,3453043,3,33800000,11266666.666666666,800000,25000000
RWE,6638849,6638849.0,6638849,6638849,1,1130710,1130710.0,1130710,1130710
Infinity,6638849,6638849.0,6638849,6638849,1,1130710,1130710.0,1130710,1130710
Get Lifted Film Co.,6628603,6628603.0,6628603,6628603,1,1500000,1500000.0,1500000,1500000
We Distribution,6604537,6604537.0,6604537,6604537,1,23000000,23000000.0,23000000,23000000
Euro Média Télévision,6593565,6593565.0,6593565,6593565,1,8616269,8616269.0,8616269,8616269
Busan Film Commission,6591038,6591038.0,6591038,6591038,1,7280000,7280000.0,7280000,7280000
CGV Arthouse,6591038,6591038.0,6591038,6591038,1,7280000,7280000.0,7280000,7280000
Seoul Film Commission,6591038,6591038.0,6591038,6591038,1,7280000,7280000.0,7280000,7280000
NOWFILM,6591038,6591038.0,6591038,6591038,1,7280000,7280000.0,7280000,7280000
Timewise Investment,6591038,6591038.0,6591038,6591038,1,7280000,7280000.0,7280000,7280000
HTV Cymru Wales,6582052,6582052.0,6582052,6582052,1,13000000,13000000.0,13000000,13000000
Traction Media,6556889,3278444.5,1645164,4911725,2,1700000,850000.0,700000,1000000
Dreambridge Films,6524922,2174974.0,1448076,2711379,3,13000000,4333333.333333333,3000000,6000000
TAT Communications Company,6521083,6521083.0,6521083,6521083,1,1700000,1700000.0,1700000,1700000
Nord-Ouest Productions,6500000,6500000.0,6500000,6500000,1,3500000,3500000.0,3500000,3500000
Start Media,6491240,6491240.0,6491240,6491240,1,8000000,8000000.0,8000000,8000000
Gowanus Projections,6491240,6491240.0,6491240,6491240,1,8000000,8000000.0,8000000,8000000
Metanoia Films,6485961,6485961.0,6485961,6485961,1,20000000,20000000.0,20000000,20000000
DK Entertainment,6459306,6459306.0,6459306,6459306,1,9100000,9100000.0,9100000,9100000
Verdi Productions,6456471,2152157.0,52169,6174491,3,41000000,13666666.666666666,6000000,20000000
Flashpoint (I),6451628,6451628.0,6451628,6451628,1,10000000,10000000.0,10000000,10000000
Showtime Networks,6451628,6451628.0,6451628,6451628,1,10000000,10000000.0,10000000,10000000
MMP Erste Filmproduktions,6432551,6432551.0,6432551,6432551,1,39000000,39000000.0,39000000,39000000
ATR Films,6432551,6432551.0,6432551,6432551,1,39000000,39000000.0,39000000,39000000
